headline,Body ID,Stance
kim jong ill analysts say sister kim yo jong may be running north korea video,1029,unrelated
who is michael ottawa shooter suspect identified by canadian officials,1739,unrelated
gop rep least ten isis fighters have been caught coming across the mexican border,416,discuss
squished perth experts debunk spider burrowing claims,2293,discuss
god is a woman resurrected father narated,1849,agree
photo gallery amazing operation by north walsham vet on constipated goldfish,2192,unrelated
boko haram could release kidnapped girls nigerian officials say,922,discuss
sorry kfc is going to be selling weed in colorado restaurants,527,unrelated
matt taibbi on leave of absence from first look media,879,agree
isis fighters getting caught coming across the border,539,unrelated
unverified video shows beheading of aid worker david haines,1477,unrelated
dumped woman spends a week in kfc to get over ex,1266,unrelated
man cuts off manhood throws it in the bin after girlfriend leaves over small penis,908,unrelated
wtc rats scare off anna wintour,367,unrelated
managua explosion not a meteorite nasa suggests,1213,agree
no a spider did not burrow under a man skin and live there for days,2338,discuss
parliament hill shooting kevin vickers the family hero who took down ottawa gunman,2410,unrelated
in kim jong un absence his sister may rule or not,490,unrelated
yemen says man freed sister says he dead,1256,unrelated
islamic state using bombs to terrorise victims,1385,unrelated
leader who ordered kenya mall massacre believed killed in us drone attack in somalia,1349,unrelated
confusion surrounds capture of leader,530,unrelated
the rats eat prada at vogue ny office,1435,unrelated
what one homeless man does with 100 will astonish you video,2305,agree
parliament hill shooting kevin vickers the family hero who took down ottawa gunman,1002,unrelated
no a spider probably did crawl through a man body for several days,1860,disagree
isis tells mother on rescue mission just eaten your son,2313,unrelated
woman detained in lebanon is not wife iraq says,986,unrelated
aaron sorkin confirms christian bale will play steve jobs,1217,discuss
north korean leader kim to open restaurant in scotland,2225,disagree
breaking udpated isis reportedly use chemical weapons in kobane,639,unrelated
11 tripoli planes still missing sparks concerns,1575,unrelated
hard evidence of isis claims it kidnapped woman gill rosenberg,214,unrelated
pants on fire duncan hunter makes unconfirmed claim border patrol caught at least 10 isis fighters,2141,unrelated
north korea ordered citizens named kim jong un to change their names says new report,520,unrelated
media fooled again story claims 7 of 28 girls on school trip came home pregnant,1408,unrelated
apple media event rumored for late february apple watch and 12 macbook air likely topics updated,472,unrelated
comfort eating chinese woman 26 spends an entire week in kfc after being dumped by boyfriend,1461,unrelated
is this proof of bigfoot new video shows giant hairy beast walking through forest,2377,discuss
isis beheads american journalist,7,unrelated
alleged audio of michael brown shooting released,1628,unrelated
wayward sister the wiser about baby,699,unrelated
apple may launch macbook air with retina display,2509,unrelated
north korea denies reports kim is to open restaurant in scotland,1339,unrelated
islamist terrorists jabhat ansar tweet picture of texas plumber truck fitted with gun in syria,2344,unrelated
deal seen launching apple tv streaming service for 15 per month,1534,discuss
breaking soldier shot at national war memorial in ottawa,1089,agree
whoa paul rudd was one of the airport heroes who took down the homophobe,1814,unrelated
boko haram kidnapped girls have been married off truce never happened,2367,unrelated
a message from jim mom diane foley,2296,unrelated
google to buy big chunk of pacific shores iconic redwood city office park,964,unrelated
nasa raises doubts about reports of nicaraguan meteorite,1790,discuss
isis border crisis dhs chief says terrorists not entering us through mexico,1528,unrelated
kanye banned,514,discuss
duncan hunter least 10 isis fighters caught at mexican border,2296,unrelated
lebanon is leader daughter and,1943,unrelated
pumpkin spice condoms do fall for this hoax,608,unrelated
lynch mob chop man penis off after catching him allegedly trying to rape teenager,1959,agree
rose dead guns n roses frontman killed by internet death hoax,633,unrelated
oscar winner christian bale to play steve jobs in upcoming biopic,458,agree
ottawa gunman identified as michael,2141,unrelated
ottawa shooting slain soldier named as nathan cirillo while suspect identified as michael,1380,agree
alleged audio of michael brown shooting does sound good for officer darren wilson,1438,unrelated
british hostage david haines beheaded by islamic state terrorists,1360,unrelated
abdel majed abdel bary emerges as suspect in foley beheading,1237,unrelated
nigeria says it struck a with boko haram but are they talking to the right guy,125,unrelated
reports jihadists steal commercial jets raise fears,2448,discuss
new york city plans to end arrests for possession of small amounts of marijuana,1368,discuss
kim the name kim,2296,unrelated
hundreds of from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow toy bowl and favourite food,54,unrelated
once again the banksy is a giant hoax repeat a hoax,1296,unrelated
meet the electric shock turns kid into magneto,2415,discuss
ios 8 bug reportedly erases icloud drive documents when settings are reset,1278,unrelated
priest who died for 48 minutes says he met god and she a woman,1008,agree
breaking isis beheads american journalist james wright foley,1283,unrelated
iphone hit by new social media storm,1787,unrelated
mexico says students not among dead in mass grave,1912,discuss
was the batmobile stolen in detroit,621,unrelated
new audio shows michael brown was shot at 11 times,511,unrelated
iraqi airstrike kills key isil leader,1871,unrelated
obama murder of james foley the conscience of the entire world,26,unrelated
seven high school girls get pregnant on school trip parents outraged,2304,discuss
kim absent north korean leader is from ankle surgery,1103,unrelated
woman detained in lebanon is not isis leader wife says iraq,365,unrelated
apple new macbook will be a thinner cleaner faster macbook air,2497,discuss
woman detained in lebanon is not wife iraq says,1875,unrelated
audio may have captured michael brown shooting,1131,unrelated
seth rogen to play steve wozniak in steve jobs biopic,614,discuss
mechanical polar bear with asbo for singing christmas songs,2290,discuss
no that broken pencil illustration is by banksy,1545,unrelated
so there might be a rat infestation at vogue,2520,discuss
cannibal mum tries to eat her own baby shortly after giving birth,867,unrelated
soldier shot in ottawa at war memorial,961,unrelated
islamist militants 11 commercial planes in libya sparking terror attack fears,1574,unrelated
report exec popped for 300k dinner after run at blackjack,1682,discuss
jeh johnson politicians should the flames of fear over isis ebola,1946,discuss
islamic state militants claim to have beheaded us journalist james wright foley,1471,discuss
watch marine take sniper shot to the head and live,2213,unrelated
